container_id,container_name,create_container_seconds,hypervisor,namespace,request_to_running_seconds,run_id,runtime_handler,runtime_to_running_seconds,sandbox_create_seconds,sandbox_id,sandbox_name,start_container_seconds,t_agent_started,t_cloud_hypervisor_spawn,t_container_started,t_create_container_request,t_create_container_return,t_object_created,t_request_sent,t_run_pod_sandbox_request,t_run_pod_sandbox_return,t_running,t_start_container_request,t_vm_started,vm_boot_seconds,vm_to_agent_seconds,workload_type
fcc3aebc05ef236b1d9c24d263f45864c3960e3a7b195bcc4acd10306567ffaf,kata-direct-lite-container-100958,0.027797,cloud-hypervisor,default,0.912115,run-20260418T100958Z,kata,0.87805,0.729745,cc97d1c7af4ea236cadfd8ba07819763329a9a864413481bad1dbc8d58155509,kata-direct-lite-sandbox-100958,0.059011,2026-04-18T10:09:59.692665+0000,2026-04-18T10:09:59.127070+0000,2026-04-18T10:09:59.878703+0000,2026-04-18T10:09:59.768445+0000,2026-04-18T10:09:59.796242+0000,2026-04-18T10:09:59.020744+0000,2026-04-18T10:09:58.978949+0000,2026-04-18T10:09:59.013014+0000,2026-04-18T10:09:59.742759+0000,2026-04-18T10:09:59.891064+0000,2026-04-18T10:09:59.819692+0000,2026-04-18T10:09:59.170344+0000,0.043274,0.522321,direct_kata_container
