container_id,container_name,hypervisor,namespace,request_to_running_seconds,run_id,runtime_handler,runtime_to_running_seconds,sandbox_id,sandbox_name,t_agent_started,t_cloud_hypervisor_spawn,t_container_started,t_create_container_request,t_create_container_return,t_object_created,t_request_sent,t_run_pod_sandbox_request,t_run_pod_sandbox_return,t_running,t_start_container_request,t_vm_started,vm_boot_seconds,workload_type
4f765d00a4d8e12c47753167415c24222862fdae9622fe5d2ec1e6d158b35366,kata-direct-lite-container-100859,cloud-hypervisor,default,1.935445,run-20260418T100859Z,kata,1.304386,557503ceb8a64a7f41931d804921c8a96a0bcb6f63f8fe5ec0333ca45bab9fcd,kata-direct-lite-sandbox-100859,,2026-04-18T10:09:00.520000+0000,2026-04-18T10:09:01.249367+0000,,,2026-04-18T10:09:00.418207+0000,2026-04-18T10:08:59.313922+0000,2026-04-18T10:08:59.944981+0000,,2026-04-18T10:09:01.249367+0000,,2026-04-18T10:09:00.553011+0000,0.033011,direct_kata_container
